rank,code,year,journal,cites,doi,title,rules,note,openalex_id,has_abstract
808,OFF,2023,Futures,10,10.1016/j.futures.2023.103269,Guiding visions of corporate smart city innovators: Identifying opportunities for participatory futuring,R1 two+ pillars,smart city innovators' visions,https://openalex.org/W4387675565,True
817,EX1,2019,Modern Economy,3,10.4236/me.2019.108120,"Happiness, Environment and Wealth: What Can Bhutan Show Us about Resolving the Nexus?",R1 two+ pillars,Bhutan,https://openalex.org/W2969227083,True
818,THEORY,2019,Law Technology and Humans,3,10.5204/lthj.v1i1.1220,Technological Innovations Tackling Biodiversity Loss: Solutions or Misdirection?,R1 two+ pillars,technology discourse in biodiversity regime; ecological modernisation discourse,https://openalex.org/W2971465468,True
820,PASS-borderline,2021,Energies,47,10.3390/en14040812,Impact of Clean Energy on CO2 Emissions and Economic Growth within the Phases of Renewables Diffusion in Selected European Countries,R2 material term + cross-national cue,"France, Spain, Sweden: clean energy diffusion phases -> CO2 and growth (VAR); three separate country models rather than a cross-national design; alternative-energy indicator",https://openalex.org/W3128150811,True
823,EX1,2022,International Journal of Environmental Research and Public Health,16,10.3390/ijerph19074185,Spatio-Temporal Heterogeneity of Carbon Emissions and Its Key Influencing Factors in the Yellow River Economic Belt of China from 2006 to 2019,R1 two+ pillars,Yellow River Economic Belt,https://openalex.org/W4220654041,True
828,EX1,2016,Polish Journal of Environmental Studies,73,10.15244/pjoes/63038,The Relationship between Agricultural Carbon Emissions and Agricultural Economic Growth and Policy Recommendations of a Low-carbon Agriculture Economy,R2 material term + cross-national cue,Hotan prefecture,https://openalex.org/W2518510133,True
838,PASS,2017,The Journal of Economics Studies and Research,15,10.5171/2017.947798,Dynamic Panel Data Analysis of CO2 Emissions Driving Forces,R1 two+ pillars,"114 countries 1980-2010 STIRPAT panel of CO2 driving forces, testing environmental-sociology theories (EM, treadmill, world-system). Cross-national STIRPAT; low-tier journal",https://openalex.org/W2756008540,True
839,OFF,2023,Sustainability,15,10.3390/su15086593,Analyzing the Attractiveness of Businesses to Receive Investments for a Creative and Innovative Transition to a Circular Economy: The Case of the Textile and Fashion Industry,R1 two+ pillars; R2 material term + cross-national cue,textile investment model,https://openalex.org/W4365514621,True
840,OFF,2024,Sustainability,15,10.3390/su16072824,Using a Circular Economy and Supply Chain as a Framework for Remanufactured Products in the Rubber Recycling Industry,R1 two+ pillars,rubber recycling supply chain,https://openalex.org/W4393278854,True
852,THEORY,2016,Environmental Humanities,67,10.1215/22011919-3616452,The Reaches of Freedom: A Response to <i>An Ecomodernist Manifesto</i>,R2 material term + cross-national cue,response to Ecomodernist Manifesto; interpretive,https://openalex.org/W2324027358,True
855,PASS-borderline,2023,Sustainability,14,10.3390/su15129676,Assessing the Effects of Natural Resource Extraction on Carbon Emissions and Energy Consumption in Sub-Saharan Africa: A STIRPAT Model Approach,R1 two+ pillars,"17 sub-Saharan African countries 1971-2019 STIRPAT: natural resource extraction, population, affluence, trade -> CO2 and energy; no explicit technology variable in abstract",https://openalex.org/W4380990266,True
859,DISP,2022,Ecological Economics,11,10.1016/j.ecolecon.2022.107484,Global asymmetries in the rise of solar power: An LCA-based account of ecologically unequal exchange between Germany and China 2002–2018,R4 displacement term + cross-national cue,Ecological Economics 2022: LCA-based EUE account of solar PV trade Germany-China 2002-2018; bilateral case,https://openalex.org/W4281481120,True
866,THEORY,2018,,14,10.1007/978-3-319-89740-0_3,Ecologically Unequal Exchange and Raw Materialism: The Material Foundations of the Capitalist World-Economy,R4 displacement term + cross-national cue,"'Ecologically unequal exchange and raw materialism' (2018, no abstract); theoretical chapter",https://openalex.org/W2810681608,False
870,PASS,2023,Environmental Science & Technology,25,10.1021/acs.est.2c05857,Decomposition Analysis of the Carbon Footprint of Primary Metals,R2 material term + cross-national cue,"ES&T 2023: decomposition of the carbon footprint of primary metals 1995-2018 (EXIOBASE), global and high-income vs emerging; absolute decoupling in industrialised countries via reduced metal-consumption intensity and energy efficiency. Sectoral (metals) but global MRIO; decoupling directly",https://openalex.org/W4372335609,True
871,PASS,2022,International Journal of Environmental Research and Public Health,13,10.3390/ijerph191610146,Modeling for Insights: Does Fiscal Decentralization Impede Ecological Footprint?,R1 two+ pillars,"eight APEC countries: fiscal decentralisation, technological innovation -> ecological footprint (STIRPAT, CS-ARDL). Genre",https://openalex.org/W4292295323,True
872,OFF,2024,Sustainability Science Practice and Policy,13,10.1080/15487733.2024.2372120,Transforming provisioning systems to enable 1.5° lifestyles in Europe? Expert and stakeholder views on overcoming structural barriers,R1 two+ pillars; R2 material term + cross-national cue,expert views on provisioning systems,https://openalex.org/W4400648917,True
874,THEORY,2023,Circular Economy and Sustainability,77,10.1007/s43615-023-00272-3,Transition to a Sustainable Circular Society: More than Just Resource Efficiency,R2 material term + cross-national cue,circular society opinion paper,https://openalex.org/W4378216524,True
878,EX1,2021,Socius Sociological Research for a Dynamic World,17,10.1177/23780231211020536,"The Unsustainable State: Greenhouse Gas Emissions, Inequality, and Human Well-Being in the United States, 1913 to 2017",R2 material term + cross-national cue,United States 1913-2017,https://openalex.org/W3174898753,True
887,EX4,2020,Econstor (Econstor),12,,Drivers of decoupling economic growth from carbon emission: Empirical analysis of ASEAN countries using decoupling and decomposition model,R1 two+ pillars; R2 material term + cross-national cue,Econstor working paper; ASEAN decoupling (Tapio + LMDI). Would pass if a peer-reviewed version exists,https://openalex.org/W3110598736,True
888,EX3,2024,Environmental Science & Technology,12,10.1021/acs.est.3c03088,Mass-Balance-Consistent Geological Stock Accounting: A New Approach toward Sustainable Management of Mineral Resources,R1 two+ pillars; R2 material term + cross-national cue,geological stock accounting framework,https://openalex.org/W4390496163,True
892,PASS,2024,Vienna Yearbook of Population Research,2,10.1553/p-n5en-z38a,"Projecting environmental impacts with varying population, affluence and technology using IPAT – Climate change and land use scenarios",R1 two+ pillars,"Vienna Yearbook of Population Research 2024: IPAT/STIRPAT projections of climate and land-use impacts with varying P, A, T; global model-based (cf. Ward et al. 2016); technology term explicit; environmental-sociology framing",https://openalex.org/W4391437761,True
893,EX4,2024,Preprints.org,2,10.20944/preprints202402.1085.v1,Decoupling Economic Growth from Carbon Emissions: A Transition towards Low Carbon Energy Systems – a Critical Review,R1 two+ pillars; R2 material term + cross-national cue,preprint duplicate of rank 552,https://openalex.org/W4392014699,True
894,THEORY,2024,Contributions to Political Economy,2,10.1093/cpe/bzae016,Beyond the Veil of Market Prices - The Implications of Ecologically Unequal Exchange for Conceptualizations of Technological Development: A Critical Survey,R1 two+ pillars; R4 displacement term + cross-national cue,critical survey of EUE theory and technological development,https://openalex.org/W4405229672,True
896,EX1,2021,Ecological Indicators,35,10.1016/j.ecolind.2021.108271,"Spatial–temporal variation, decoupling effects and prediction of marine fishery based on modified ecological footprint model: Case study of 11 coastal provinces in China","R3 no abstract, material term in title","Chinese coastal provinces, marine fishery",https://openalex.org/W3206873577,True
918,EX3,2022,Frontiers in Environmental Science,11,10.3389/fenvs.2022.954612,Drivers of the European Union’s Environmental Performance,R1 two+ pillars,EU Environmental Performance Index drivers; composite index outcome,https://openalex.org/W4289517391,True
921,THEORY,2021,Journal of Political Ecology,12,10.2458/jpe.4765,"Seeing environmental injustices: the mechanics, devices and assumptions of environmental sustainability indices and indicators",R2 material term + cross-national cue,"critique of sustainability indices (EPI, DMC, material intensity); interpretive",https://openalex.org/W4200311768,True
934,PASS-borderline,2023,Environmental Research Letters,6,10.1088/1748-9326/ad067e,The potential of digital convergence and sharing of consumer goods to improve living conditions and reduce emissions,R1 two+ pillars; R4 displacement term + cross-national cue,ERL 2023: global bottom-up simulation of digital convergence and sharing of appliances to 2050; materials and energy demand; model-based,https://openalex.org/W4387899264,True
940,THEORY,2012,Sustainable Development,19,10.1002/sd.1533,Sustainability Through Design Science: Re‐Imagining Option Spaces Beyond Eco‐Efficiency,R2 material term + cross-national cue,design science beyond eco-efficiency; rebound essay,https://openalex.org/W1489802847,True
946,EX1,2022,Complexity,10,10.1155/2022/4604467,The Impact of Urban‐Rural Income Inequality on Environmental Quality in China,R1 two+ pillars,China income inequality,https://openalex.org/W4224285702,True
947,OFF,2023,Sustainability,10,10.3390/su15043382,Can Industry Counteract the Ecological Crisis? An Approach for the Development of a New Circular Bioeconomic Model Based on Biocomposite Materials,R1 two+ pillars; R2 material term + cross-national cue,biocomposites,https://openalex.org/W4320496773,True
948,OFF,2023,The British Journal of Politics and International Relations,10,10.1177/13691481231191921,Crafting innovation hubs: Future cities and global challenges,R1 two+ pillars,cities as innovation hubs,https://openalex.org/W4386326493,True
949,EX1,2024,Buildings and Cities,10,10.5334/bc.381,Suburban climate adaptation governance: assumptions and imaginaries affecting peripheral municipalities,R1 two+ pillars,Santiago de Compostela municipalities,https://openalex.org/W4392606265,True
950,EX3,2025,Sustainability,10,10.3390/su17020735,Drivers of Green Growth: Roles of Innovation and Fragility,R1 two+ pillars,"90 countries NCA/fsQCA; outcome is a green-growth composite, not biophysical",https://openalex.org/W4406613188,True
951,OFF,2025,Equilibrium Quarterly Journal of Economics and Economic Policy,10,10.24136/eq.3342,"A holistic approach to Sustainable Development Goal 8: Integrating economic growth, employment, and sustainability",R1 two+ pillars; R2 material term + cross-national cue,SDG 8 literature review,https://openalex.org/W4409506585,True
962,EX1,2021,Journal of Industrial Ecology,28,10.1111/jiec.13166,The role of socio‐economic material stocks for natural resource use in the United States of America from 1870 to 2100,R2 material term + cross-national cue,USA material stocks 1870-2100,https://openalex.org/W3186024554,True
966,EX1,2022,Buildings,18,10.3390/buildings12020147,Has China’s Construction Waste Change Been Decoupled from Economic Growth?,R2 material term + cross-national cue,China construction waste,https://openalex.org/W4210268465,True
984,DISP,2020,Sociological Quarterly,17,10.1080/00380253.2020.1756519,"China, Mining, and Forests: A Cross-National Test of Ecologically Unequal Exchange",R4 displacement term + cross-national cue,"mining exports to China and forest loss, 66 nations; EUE",https://openalex.org/W3037550216,True
993,OFF,2021,Environmental Science & Policy,57,10.1016/j.envsci.2021.05.001,"Food, energy or biomaterials? Policy coherence across agro-food and bioeconomy policy domains in the EU",R2 material term + cross-national cue,EU bioeconomy policy coherence,https://openalex.org/W3160204869,True
996,EX2,2023,Global Environmental Change,69,10.1016/j.gloenvcha.2023.102745,Global energy consumption of the mineral mining industry: Exploring the historical perspective and future pathways to 2060,R2 material term + cross-national cue,"global mining-industry energy consumption 1971-2015 and pathways; sectoral accounting, no decoupling/technology test",https://openalex.org/W4388742954,True
1013,THEORY,2023,Frontiers in Sustainability,8,10.3389/frsus.2023.965421,Sustainable consumption and the Global South: A conceptual exposition,R1 two+ pillars; R4 displacement term + cross-national cue,sustainable consumption and the Global South; conceptual,https://openalex.org/W4360982622,True
1014,EX2,2024,Global Sustainability,8,10.1017/sus.2024.16,A panacea to unsustainable consumption? A review of resource caps,R1 two+ pillars; R2 material term + cross-national cue,review of resource caps; policy review,https://openalex.org/W4394980680,True
1042,EX1,2022,Buildings,49,10.3390/buildings12030257,Dynamics and Decoupling Analysis of Carbon Emissions from Construction Industry in China,R2 material term + cross-national cue,China construction industry,https://openalex.org/W4213426392,True
1044,THEORY,2013,International Journal of Social Quality,36,10.3167/ijsq.2013.030102,Welfare after Growth: Theoretical Discussion and Policy Implications,R2 material term + cross-national cue,welfare after growth,https://openalex.org/W2041602540,True
1059,DISP,2024,Environmental Sociology,13,10.1080/23251042.2024.2309407,The semi-periphery and ecologically unequal exchange: carbon emissions and recursive exploitation,R4 displacement term + cross-national cue,Environmental Sociology 2024: EUE of carbon emissions among semi-peripheral tiers 1996-2018,https://openalex.org/W4391474705,True
1065,EX1,2023,Sustainability,7,10.3390/su15043863,Demystifying the Economic Growth and CO2 Nexus in Fujian’s Key Industries Based on Decoupling and LMDI Model,R1 two+ pillars,Fujian,https://openalex.org/W4321458475,True
1066,EX1,2023,Energies,7,10.3390/en16073094,Exploring the Driving Factors and Their Spatial Effects on Carbon Emissions in the Building Sector,R1 two+ pillars,"Chinese provinces, building sector",https://openalex.org/W4361295254,True
1067,EX1,2023,Sustainability,7,10.3390/su151713140,Optimization of Urban Road Green Belts under the Background of Carbon Peak Policy,R1 two+ pillars,urban road green belts,https://openalex.org/W4386380193,True
1068,EX1,2025,Quality & Quantity,7,10.1007/s11135-024-01999-3,On the resiliency of post-crisis decoupling in higher-order economy-energy-environment nexus in high-inflation developing economies,R1 two+ pillars; R2 material term + cross-national cue,India,https://openalex.org/W4406175260,True
1069,EX1,2023,Ecological Economics,37,10.1016/j.ecolecon.2023.107977,Safeguarding livelihoods against reductions in economic output,R2 material term + cross-national cue,UK livelihoods,https://openalex.org/W4387685948,True
1075,EX2,2019,Sustainability,34,10.3390/su11205705,Bioeconomy Transitions through the Lens of Coupled Social-Ecological Systems: A Framework for Place-Based Responsibility in the Global Resource System,R2 material term + cross-national cue,bioeconomy SES framework; conceptual,https://openalex.org/W2981247470,True
1081,EX1,2019,Land Use Policy,45,10.1016/j.landusepol.2019.104307,"Urban land and sustainable resource use: Unpacking the countervailing effects of urbanization on water use in China, 1990–2014","R3 no abstract, material term in title","286 Chinese cities, water use",https://openalex.org/W2982165506,True
1092,EX1,2022,OECD environment policy papers,43,10.1787/acadd43a-en,Closing the loop in the Slovak Republic,R2 material term + cross-national cue,OECD report on the Slovak Republic,https://openalex.org/W4285087953,True
1094,EX1,2020,Resources Conservation and Recycling,26,10.1016/j.resconrec.2020.105263,Detailing the economy-wide carbon emission reduction potential of post-consumer recycling,R2 material term + cross-national cue,Japan recycling,https://openalex.org/W3096751151,True
1095,EX1,2021,Resources Conservation and Recycling,26,10.1016/j.resconrec.2021.105608,Estimating the total in-use stock of Laos using dynamic material flow analysis and nighttime light,"R3 no abstract, material term in title",Laos in-use stock,https://openalex.org/W3153038573,True
1099,THEORY,2016,Journal of World-Systems Research,53,10.5195/jwsr.2016.631,What Goes Around Comes Around: From the Coloniality of Power to the Crisis of Civilization,R4 displacement term + cross-national cue,coloniality of power and civilisational crisis,https://openalex.org/W2507590465,True
1111,EX2,2024,Environment Development and Sustainability,6,10.1007/s10668-024-04583-9,Investigating the environmental Kuznets curve modified with HDI: evidence from a panel of eco-innovative countries,R1 two+ pillars,"HDI-based EKC, 39 countries 1993-2018, CH4 and CO2; no technology indicator; EKC only",https://openalex.org/W4392241448,True
1138,THEORY,2022,American Journal of Economics and Sociology,17,10.1111/ajes.12472,Ecological Imperialism: A World‐Systems Approach,R4 displacement term + cross-national cue,"ecological imperialism, world-systems",https://openalex.org/W4297721113,True
1160,EX3,2022,Environmental Research,16,10.1016/j.envres.2022.113161,Ecologically unequal exchange and disparate death rates attributable to air pollution: A comparative study of 169 countries from 1991 to 2017,R4 displacement term + cross-national cue,"EUE and air-pollution death rates, 169 countries; health outcome, not throughput",https://openalex.org/W4220804107,True
1164,EX4,2008,Lund University Publications Student Papers (Lund University),5,,Toxic Omissions and Cancerous Growths: Addressing the Unexamined Assumption of Sustainable Consumption in Technologically Innovative Societies,R1 two+ pillars; R2 material term + cross-national cue,Lund student paper,https://openalex.org/W2122258160,True
1166,EX3,2025,Journal of Political Stability Archive,5,10.63468/jpsa.3.2.11,"Fintech, ICT and Natural Resource Rent Contribution in Achieving Sustainable Green Growth Across the Globe",R1 two+ pillars,"outcome is green innovation, not biophysical; questionable journal",https://openalex.org/W4409498167,True
1183,OFF,2021,Cities and nature,33,10.1007/978-3-030-67650-6_12,Urban and Peri-Urban Agriculture in the Global South,R4 displacement term + cross-national cue,urban agriculture (no abstract),https://openalex.org/W3154865069,False
1187,PASS,2022,Journal of Macroeconomics,15,10.1016/j.jmacro.2022.103397,Trends and cycles in CO2 emissions and incomes: Cross-country evidence on decoupling,"R2 material term + cross-national cue; R3 no abstract, material term in title","Journal of Macroeconomics 2022: trends and cycles in CO2 and incomes, cross-country evidence on decoupling (no abstract retrievable). Decoupling assessed directly; full text needed",https://openalex.org/W4205882102,False
1204,OFF,2023,PLOS Climate,139,10.1371/journal.pclm.0000236,"Climate change, mental health, and reproductive decision-making: A systematic review",R4 displacement term + cross-national cue,climate change and reproductive decisions,https://openalex.org/W4388540663,True
1209,EX2,2019,Resources,23,10.3390/resources8030140,Toward Science-Based and Knowledge-Based Targets for Global Sustainable Resource Use,R2 material term + cross-national cue,Bringezu 2019: science-based targets for global resource use; normative,https://openalex.org/W2964527111,True
1231,PASS-borderline,2022,Water Resources and Economics,29,10.1016/j.wre.2022.100197,21st Century water withdrawal decoupling: A pathway to a more water-wise world?,R2 material term + cross-national cue,"Water Resources and Economics 2022: water-withdrawal decoupling from GDP, 155 countries and 12 scenarios; decoupling directly; outcome (water) outside the listed indicators - author decides scope",https://openalex.org/W4221000352,True
1236,EX2,2019,PubliCatt (Università Cattolica del Sacro Cuore),4,,"Towards an Innovation-Intensive Circular Economy. Integrating Research, Industry and Policies",R1 two+ pillars; R2 material term + cross-national cue,FEEM/Cattolica circular-economy report; no empirical test,https://openalex.org/W3009773614,True
1237,EX1,2020,Frontiers in Sustainable Cities,4,10.3389/frsc.2020.492866,Technological Innovations and Degrowth Opportunities From Urban Egypt: Initiating the Discourse,R1 two+ pillars; R4 displacement term + cross-national cue,Egypt technological cases,https://openalex.org/W3127305070,True
1238,OFF,2021,"Proceedings of the International Scientific Conference ""Economic Science for Rural Development""/Economic Science for Rural Development",4,10.22616/esrd.2021.55.056,Ready for change? Interlinkages of traditional and novel practices through permaculture,R1 two+ pillars,Latvia permaculture,https://openalex.org/W3197470839,True
1239,EX4,2020,Lund University Publications (Lund University),4,,The green economy and the Nordic welfare state: Reconceptualizing green economy narratives from a Nordic perspective,R1 two+ pillars,NOWAGG working paper; green economy narratives,https://openalex.org/W3200532504,True
1240,EX1,2023,Sustainability,4,10.3390/su152416842,Does New Infrastructure Affect Regional Carbon Intensity? Empirical Evidence from China,R1 two+ pillars,China new infrastructure,https://openalex.org/W4389787966,True
1241,PASS,2025,Sustainability,4,10.3390/su17114907,"Do Green Innovation, Environmental Governance, and Renewable Energy Transition Drive Trade-Adjusted Resource Footprints in Top Sub-Saharan African Countries?",R1 two+ pillars; R2 material term + cross-national cue,"Sustainability 2025: green innovation, environmental governance, renewable transition -> material footprint, 15 sub-Saharan African countries 1970-2022 (MMQR); green innovation raises MF. Directly on technology -> material footprint. Priority",https://openalex.org/W4410774557,True
1257,OFF,2015,Public Culture,57,10.1215/08992363-2841868,Uncertainty and Urban Life,R4 displacement term + cross-national cue,uncertainty and urban life,https://openalex.org/W1921183857,True
1264,EX2,2022,Environmental Research Communications,27,10.1088/2515-7620/aca871,Too much consumption or too high emissions intensities? Explaining the high consumption-based carbon footprints in the Nordic countries,R4 displacement term + cross-national cue,Nordic consumption-based carbon footprints by income decile; no technology or decoupling test,https://openalex.org/W4310581888,True
1271,EX4,2021,Lund University Publications (Lund University),5,10.13140/rg.2.2.11574.42561,Renewing power: Including global asymmetries within the system boundaries of solar photovoltaic technology,R4 displacement term + cross-national cue,"Lund thesis, solar PV and EUE",https://openalex.org/W3153467763,True
1281,DISP,2021,Journal of World-Systems Research,20,10.5195/jwsr.2021.1026,Ecologically Unequal Exchange of Plastic Waste?,R4 displacement term + cross-national cue,"JWSR 2021: EUE of plastic waste trade 2003-2013, cross-national",https://openalex.org/W3136209751,True
1292,EX4,2006,Lund University Publications Student Papers (Lund University),0,,Energy and Development : ecological modernisation in Sida's energy policies 1996/2005,R1 two+ pillars,"Lund student paper, Sida",https://openalex.org/W1784489792,True
1293,PASS,2024,Journal of Infrastructure Policy and Development,0,10.24294/jipd10396,Examining the link between GDP growth and raw material usage efficiency in EU nations,R1 two+ pillars; R2 material term + cross-national cue,J. Infrastructure Policy and Development 2024: GDP vs raw material consumption (RMC) in EU countries 2014-2023; relative decoupling; consumption-based material indicator; low-tier journal,https://openalex.org/W4405809301,True
1297,DISP,2021,Environmental Policy and Governance,11,10.1002/eet.1959,"Feed me! China, agriculture, ecologically unequal exchange, and forest loss in a <scp>cross‐national</scp> perspective",R4 displacement term + cross-national cue,"agricultural exports to China and forest loss, 82 peripheral nations; EUE",https://openalex.org/W3204805971,True
1298,THEORY,2021,Journal of risk and financial management,11,10.3390/jrfm14100497,"Questioning the Assumptions, Sustainability and Ethics of Endless Economic Growth",R2 material term + cross-national cue,ethics of endless growth essay,https://openalex.org/W3207560144,True
1299,DISP,2022,Socius Sociological Research for a Dynamic World,11,10.1177/23780231221112123,Corrupting Ecologically Unequal Exchange? India and Forest Loss in a Cross-National Perspective,R4 displacement term + cross-national cue,"wood exports to India and forest loss, 67 nations; EUE",https://openalex.org/W4285611596,True
1314,EX1,2022,Environmental Sociology,6,10.1080/23251042.2022.2115660,Combining world-system and world polity approaches to analyze international environmental governance: a case study of forest governance in Chile,R2 material term + cross-national cue,Chile forest governance,https://openalex.org/W4293364421,True
1320,EX4,2015,Lund University Publications Student Papers (Lund University),3,,Estimation of Cropland Ecological Footprint within Danish Climate Commissions 2050 Scenarios for Land use and Bioenergy Consumption,R1 two+ pillars; R2 material term + cross-national cue,"Lund student paper, Danish cropland EF",https://openalex.org/W1884151426,True
1321,EX1,2022,Technium Social Sciences Journal,3,10.47577/tssj.v32i1.6677,Anthropogenic Factors and Environmental Degradation in Indonesia (Empirical studies using the STIRPAT Model),R1 two+ pillars,Indonesia STIRPAT,https://openalex.org/W4281677116,True
1322,EX1,2023,Sustainability,3,10.3390/su15021497,Assessment of the Drivers and Effects of International Science and Technology Cooperation in Xinjiang in the Context of the Belt and Road Initiative,R1 two+ pillars,Xinjiang S&T cooperation,https://openalex.org/W4315797940,True
1323,EX3,2025,Sustainability,3,10.3390/su17125307,"Assessing the Saudi and Middle East Green Initiatives: The Role of Environmental Governance, Renewable Energy Transition, and Innovation in Achieving a Regional Green Future",R1 two+ pillars,"13 Middle Eastern countries; outcome is green innovation, not biophysical",https://openalex.org/W4411155101,True
1331,PASS,2022,Sustainability,10,10.3390/su14031459,Coupling versus Decoupling? Challenging Evidence over the Link between Economic Growth and Resource Use,R2 material term + cross-national cue,"Sustainability 2022: divergence between total/per-capita resource use and material intensity at global and national levels, long-term datasets; decoupling assessed directly",https://openalex.org/W4210425610,True
1340,EX1,2023,Cleaner Production Letters,22,10.1016/j.clpl.2023.100029,The material footprints of cities and importance of resource use indicators for urban circular economy policies: A comparison of urban metabolisms of Nantes-Saint-Nazaire and Gothenburg,"R3 no abstract, material term in title","two cities (Nantes-Saint-Nazaire, Gothenburg)",https://openalex.org/W4318999627,True
1342,PASS,2022,Journal of Cleaner Production,27,10.1016/j.jclepro.2022.134856,Decoupling is not enough - Evidence from fossil fuel use in over 130 countries,R2 material term + cross-national cue,JCP 2022: decoupling of growth from fossil-fuel use in 130+ countries 1992-2019; DMC vs material footprint (elasticities 0.42 vs 0.72); determinants incl. renewable share. Strong candidate (companion to rank 789),https://openalex.org/W4308152359,True
1364,EX2,2023,Energies,20,10.3390/en16186494,Energy Consumption and Human Well-Being: A Systematic Review,R4 displacement term + cross-national cue,energy-well-being systematic review; outcome well-being,https://openalex.org/W4386619491,True
1365,PASS,2024,Ecological Indicators,20,10.1016/j.ecolind.2024.112229,"Exploring the nexuses between carbon dioxide emissions, material footprints and human development: An empirical study of 151 countries",R2 material term + cross-national cue,"Ecological Indicators 2024: coupling/decoupling of CO2, material footprint and HDI, 151 countries; temporary decoupling and recoupling trends. Decoupling directly, MF outcome",https://openalex.org/W4399698505,True
1381,PASS-borderline,2022,Environmental Science and Pollution Research,40,10.1007/s11356-022-21408-2,Socioeconomic and resource efficiency impacts of digital public services,"R3 no abstract, material term in title","ESPR 2022: digital public services -> resource-efficiency score (material/energy productivity, GHG intensity), European countries; digitalisation indicator; composite intensity outcome",https://openalex.org/W4283714445,True
1403,PASS,2023,World Development,37,10.1016/j.worlddev.2023.106423,Does reducing income inequality promote the decoupling of economic growth from carbon footprint?,"R3 no abstract, material term in title",World Development 2023: does reducing income inequality promote decoupling of growth from carbon footprint? (no abstract retrievable). Consumption-based carbon; decoupling directly; full text needed,https://openalex.org/W4387443332,False
1410,PASS-borderline,2021,Journal of Innovation Economics & Management,36,10.3917/jie.pr1.0107,Assessment of the Impact of the Circular Economy on CO2 Emissions in Europe,R2 material term + cross-national cue,"circular-economy practices -> CO2, EU-15 2000-2015 (ARDL); cross-national; indicator is circularity, not a listed technology proxy",https://openalex.org/W3195049466,True
1416,EX1,2024,Applied Energy,17,10.1016/j.apenergy.2024.122726,"Multi-dimensional decoupling analysis in the context of energy use: Dynamic well-being, resource, and impact decoupling relationships in China","R3 no abstract, material term in title",China multi-dimensional decoupling,https://openalex.org/W4391418516,False
1418,PASS-borderline,2014,Canadian Studies in Population,2,10.25336/p6w905,"Population growth, energy use, and environmental impact: Comparing the Canadian and Swedish records on CO2 emissions",R1 two+ pillars,Canada vs Sweden IPAT comparison of CO2; two-country design; energy intensity as technology term; low-visibility journal,https://openalex.org/W1626762580,True
1419,EX4,2016,Aaltodoc (Aalto University),2,10.13140/rg.2.2.23933.00484,Impact of Connectivity on Sustainable Development,R1 two+ pillars; R2 material term + cross-national cue,Aalto thesis,https://openalex.org/W2586269836,True
1420,OFF,2021,European Business & Management,2,10.11648/j.ebm.20210706.18,Sustainable Digital Innovation – Preconditions and Methods of Integrating Sustainability Aspects into Digitalization,R1 two+ pillars; R2 material term + cross-national cue,"sustainable digital innovation, business",https://openalex.org/W3216110194,True
1421,OFF,2023,Data & Policy,2,10.1017/dap.2023.7,What do data portals do? Tracing the politics of online devices for making data public,R1 two+ pillars,data portals,https://openalex.org/W4361855870,True
1422,EX1,2024,Frontiers in Energy Research,2,10.3389/fenrg.2024.1330614,The driving factors of spatial differences on the whole life cycle carbon emissions of the construction industry: from the analysis perspective of total factor productivity,R1 two+ pillars,China construction industry,https://openalex.org/W4391108699,True
1423,EX1,2024,Journal of Sustainable Tourism and Entrepreneurship,2,10.35912/joste.v4i2.1871,"role of green innovation in promoting sustainable economic development in Gweru, Zimbabwe",R1 two+ pillars,"Gweru, Zimbabwe",https://openalex.org/W4394849783,True
1434,EX2,2019,Resources,34,10.3390/resources8010033,Devising Mineral Resource Supply Pathways to a Low-Carbon Electricity Generation by 2100,R2 material term + cross-national cue,"mineral requirements of low-carbon electricity to 2100; material demand projection, no decoupling/technology test",https://openalex.org/W2913714623,True
1435,OFF,2021,Circular Economy and Sustainability,34,10.1007/s43615-021-00040-1,Making Resilient Decisions for Sustainable Circularity of Fashion,R2 material term + cross-national cue,fashion circularity,https://openalex.org/W3153805634,True
1441,THEORY,2015,Critical Review of International Social and Political Philosophy,7,10.1080/13698230.2015.1080455,"Had we but world enough, and time: integrating the dimensions of global justice",R4 displacement term + cross-national cue,"global justice, time and ecological space (Hornborg)",https://openalex.org/W2164286332,True
1446,PASS-borderline,2020,Journal of Industrial Ecology,20,10.1111/jiec.12988,Bioeconomic transition?: Projecting consumption‐based biomass and fossil material flows to 2050,"R3 no abstract, material term in title","JIE 2020: consumption-based biomass and fossil RMC, middle- and high-income countries, panel FE and SSP projections to 2050; GDP drives fossil RMC; no technology indicator",https://openalex.org/W3006206289,True
1447,EX1,2021,Journal of Industrial Ecology,20,10.1111/jiec.13206,"The sociometabolic transition of a small Greek island: Assessing stock dynamics, resource flows, and material circularity from 1929 to 2019",R2 material term + cross-national cue,Samothraki island,https://openalex.org/W3209883919,True
1474,PASS,2024,World Development,15,10.1016/j.worlddev.2024.106754,"Unsustainable prosperity? Decoupling wellbeing, economic growth, and greenhouse gas emissions over the past 150 years","R3 no abstract, material term in title","World Development 2024: decoupling of wellbeing, growth and GHG since 1870 by world region; growth-impact decoupling not new and reversible; no region in safe and just space. Strong candidate; decoupling directly, long run",https://openalex.org/W4401604802,True
